"id","mod_hex_id","courseID","mod_type","name","markdown","order","childOrder","treelevel","chpModPar","seqModPar","vrtModPar","parent","modparent_childlevel"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@f3370d882db44cd6baa56ec4f3ffe95d","f3370d882db44cd6baa56ec4f3ffe95d","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,142,4,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@07cf32d5d5c34c5bbe749143b118c70f","07cf32d5d5c34c5bbe749143b118c70f","MITProfessionalX+SysEngxB1+3T2016","problem","Question #1",">>A nuclear power plant generates nuclear waste. This would be an example of:<<

 [[Desirable anticipated emergence, Desirable unanticipated emergence, (Undesirable anticipated emergence), Undesirable Unanticipated emergence]]


",143,5,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@8fdbf374ec1444f6b085dd7ab2f4934d","8fdbf374ec1444f6b085dd7ab2f4934d","MITProfessionalX+SysEngxB1+3T2016","problem","Question #2",">>Select all the statements that apply to emergence:<<
[x] Emergence is what appears, materializes, or surfaces when a system operates.
[x] Emergence can give the system expected functionality.
[ ] It’s nearly impossible to predict how change in one entity will influence emergent properties.
[x] Emergent properties associated with function, performance, and the “ilities” define the value that is created by the system.

[explanation]
It’s possible to predict how change in one entity will influence emergent properties. That’s in fact the art and goal of systems thinking.
[explanation]
",144,6,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5/6"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@fca3fa9dc2ee41ae8fe2b6dec5e32f48","fca3fa9dc2ee41ae8fe2b6dec5e32f48","MITProfessionalX+SysEngxB1+3T2016","problem","Question #3",">>What are the different ways to predict emergence?<<
[x] Prediction based on precedent.
[ ] Prediction by summing the functions of the constituent entitities.
[x] Prediction based on experiments and/or modeling.
[x] Prediction based on systems thinking.
[ ] All of the above.

[explanation]
There are multiple ways of predicting emergence, but summing the functions of the parts is not sufficient. One way is to do prediction based on precedent by looking for identical or similar solutions. Another way is to experiments by putting entities with proposed relations. Another way can be modeling. If the function or functional interaction can be modeled, it may be possible to predict emergence. One example is doing finite element analysis on a component design concept.
[explanation]",145,7,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5","f1d7a0674e634cc5b5a17cb9c112e9d5/7"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","MITProfessionalX+SysEngxB1+3T2016","vertical","Ungraded Activity",NA,146,2,3,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","f87e7e6f094e49f38d2dd9196d5370fb","f87e7e6f094e49f38d2dd9196d5370fb/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@87898d649e254a82b3d69e018e2de495","87898d649e254a82b3d69e018e2de495","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,147,1,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@4902df8434d04906bf098152903df315","4902df8434d04906bf098152903df315","MITProfessionalX+SysEngxB1+3T2016","html","Emergence Activity",NA,148,2,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@dc0e8d2ab3914856bbb259514fb86f9b","dc0e8d2ab3914856bbb259514fb86f9b","MITProfessionalX+SysEngxB1+3T2016","html","Circuit Board",NA,149,3,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@word_cloud+block@f1c7638454664a9cb18ec249f65c4a23","f1c7638454664a9cb18ec249f65c4a23","MITProfessionalX+SysEngxB1+3T2016","word_cloud","Circuit Board Emergence Word Cloud",NA,150,4,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@9939babbe3be4da59e366d2d0cdff0f2","9939babbe3be4da59e366d2d0cdff0f2","MITProfessionalX+SysEngxB1+3T2016","html","Motorcycle",NA,151,5,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@word_cloud+block@ec4d15d4fd934d2ab2636c95f5185abe","ec4d15d4fd934d2ab2636c95f5185abe","MITProfessionalX+SysEngxB1+3T2016","word_cloud","Motorcycle Emergence Word Cloud",NA,152,6,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/6"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@d4eec21fd3de45dc9f073f6e8eebdcdb","d4eec21fd3de45dc9f073f6e8eebdcdb","MITProfessionalX+SysEngxB1+3T2016","html","Bees",NA,153,7,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/7"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@word_cloud+block@92483c527d3f44a6afd5ee22ddf02efd","92483c527d3f44a6afd5ee22ddf02efd","MITProfessionalX+SysEngxB1+3T2016","word_cloud","Bees Emergence Word Cloud",NA,154,8,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/8"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@ed03f8c0959945f186d6a89bd09ee826","ed03f8c0959945f186d6a89bd09ee826","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,155,9,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/9"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@cfa22a7398b6404f957ff438f10e3002","cfa22a7398b6404f957ff438f10e3002","MITProfessionalX+SysEngxB1+3T2016","html","Discussion Prompt",NA,156,10,4,"19d52da9bee046a28e8c0a883773e86a","f87e7e6f094e49f38d2dd9196d5370fb","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3","3155be8e598b41348a5865d419eef8c3/10"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@sequential+block@c0b1e995f6de4668817461370e59aa93","c0b1e995f6de4668817461370e59aa93","MITProfessionalX+SysEngxB1+3T2016","sequential","Four Tasks of Systems Thinking (30 min)",NA,157,5,2,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93",NA,"19d52da9bee046a28e8c0a883773e86a","19d52da9bee046a28e8c0a883773e86a/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@a3bafd277e1e4532889d58b06b463526","a3bafd277e1e4532889d58b06b463526","MITProfessionalX+SysEngxB1+3T2016","vertical","Tasks 1 & 2",NA,158,1,3,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a3bafd277e1e4532889d58b06b463526","c0b1e995f6de4668817461370e59aa93","c0b1e995f6de4668817461370e59aa93/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@7f3f8d1f13564ceb9b24431a502d779a","7f3f8d1f13564ceb9b24431a502d779a","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,159,1,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a3bafd277e1e4532889d58b06b463526","a3bafd277e1e4532889d58b06b463526","a3bafd277e1e4532889d58b06b463526/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@video+block@c942db4eac104c26a7f8a160945ef2ab","c942db4eac104c26a7f8a160945ef2ab","MITProfessionalX+SysEngxB1+3T2016","video","The Four Tasks of Systems Thinking",NA,160,2,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a3bafd277e1e4532889d58b06b463526","a3bafd277e1e4532889d58b06b463526","a3bafd277e1e4532889d58b06b463526/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@1e59ee5588fe4da68593235ff831ae52","1e59ee5588fe4da68593235ff831ae52","MITProfessionalX+SysEngxB1+3T2016","html","Definitions and Keywords",NA,161,3,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a3bafd277e1e4532889d58b06b463526","a3bafd277e1e4532889d58b06b463526","a3bafd277e1e4532889d58b06b463526/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","MITProfessionalX+SysEngxB1+3T2016","vertical","Tasks 1 & 2 Examples",NA,162,2,3,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","c0b1e995f6de4668817461370e59aa93","c0b1e995f6de4668817461370e59aa93/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@5b0458958a0b4002a381049184224400","5b0458958a0b4002a381049184224400","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,163,1,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@571cc5a407bf4617a981e4ca46bda076","571cc5a407bf4617a981e4ca46bda076","MITProfessionalX+SysEngxB1+3T2016","html","Task 1: Identify the System, Form, and Function",NA,164,2,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@f270f12199164dfca72c5b292adc1ae4","f270f12199164dfca72c5b292adc1ae4","MITProfessionalX+SysEngxB1+3T2016","html","Task 2: Identify System Entities, Form, Function, System Boundary, and Context",NA,165,3,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@8aecb16262f045c491301a8595410df2","8aecb16262f045c491301a8595410df2","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,166,4,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@cb503c8ae9384f86acd41ba2a297d3da","cb503c8ae9384f86acd41ba2a297d3da","MITProfessionalX+SysEngxB1+3T2016","problem","Question #1",">>The primary function of most human-built systems is usually fuzzy and unclear.<<
( ) True
(x) False


[explanation]
The primary function of most human-built systems is usually clear. It is typically unclear for natural systems.
[explanation]
",167,5,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@ec28bba018c84b32a1ea1d239c60beec","ec28bba018c84b32a1ea1d239c60beec","MITProfessionalX+SysEngxB1+3T2016","problem","Question #2",">>Defining the composition of systems as entities is extremely difficult for modular systems and is moderately difficult for integrated systems.<<
( ) True
(x) False


[explanation]
It's actually the other way around. The composition of modular systems is easier to define than integrated systems.[explanation]
",168,6,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e/6"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@2ecfad658ac84f949a050953afff32d9","2ecfad658ac84f949a050953afff32d9","MITProfessionalX+SysEngxB1+3T2016","problem","Question #3",">>When a relationship crosses a boundary, it defines the external interface between the system and the context.<<
(x) True
( ) False


[explanation]
External interfaces are defined at boundaries.
[explanation]
",169,7,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e","d6508fe02c97404998bf9576b8c31c6e/7"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@938c9404fac34be5b9d7190475f4a38f","938c9404fac34be5b9d7190475f4a38f","MITProfessionalX+SysEngxB1+3T2016","vertical","Tasks 3 & 4",NA,170,3,3,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","938c9404fac34be5b9d7190475f4a38f","c0b1e995f6de4668817461370e59aa93","c0b1e995f6de4668817461370e59aa93/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@e89f1391d2f54124ab0495968e109c28","e89f1391d2f54124ab0495968e109c28","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,171,1,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","938c9404fac34be5b9d7190475f4a38f","938c9404fac34be5b9d7190475f4a38f","938c9404fac34be5b9d7190475f4a38f/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@video+block@b2dd3863e24e48a8ba4a40387056e154","b2dd3863e24e48a8ba4a40387056e154","MITProfessionalX+SysEngxB1+3T2016","video","Identifying Relationships, Predicting Emergence",NA,172,2,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","938c9404fac34be5b9d7190475f4a38f","938c9404fac34be5b9d7190475f4a38f","938c9404fac34be5b9d7190475f4a38f/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@a9f3c1ee9de24114acb5b1bb51f109a8","a9f3c1ee9de24114acb5b1bb51f109a8","MITProfessionalX+SysEngxB1+3T2016","html","Definitions and Keywords",NA,173,3,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","938c9404fac34be5b9d7190475f4a38f","938c9404fac34be5b9d7190475f4a38f","938c9404fac34be5b9d7190475f4a38f/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@a01f7c46ae1746ce8c6ffbbef5a3d0d4","a01f7c46ae1746ce8c6ffbbef5a3d0d4","MITProfessionalX+SysEngxB1+3T2016","vertical","Task 3 & 4 Examples",NA,174,4,3,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a01f7c46ae1746ce8c6ffbbef5a3d0d4","c0b1e995f6de4668817461370e59aa93","c0b1e995f6de4668817461370e59aa93/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@1a38fe26f1ce4dad8731cf309933934d","1a38fe26f1ce4dad8731cf309933934d","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,175,1,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a01f7c46ae1746ce8c6ffbbef5a3d0d4","a01f7c46ae1746ce8c6ffbbef5a3d0d4","a01f7c46ae1746ce8c6ffbbef5a3d0d4/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@d823f33e493f43c3ad8243d80f5c8c04","d823f33e493f43c3ad8243d80f5c8c04","MITProfessionalX+SysEngxB1+3T2016","html","Task 3 : Identify Relationships Between Entities",NA,176,2,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a01f7c46ae1746ce8c6ffbbef5a3d0d4","a01f7c46ae1746ce8c6ffbbef5a3d0d4","a01f7c46ae1746ce8c6ffbbef5a3d0d4/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@329a6a38d8ef47e09173dad48832a518","329a6a38d8ef47e09173dad48832a518","MITProfessionalX+SysEngxB1+3T2016","html","Task 4: Predict Emergence",NA,177,3,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","a01f7c46ae1746ce8c6ffbbef5a3d0d4","a01f7c46ae1746ce8c6ffbbef5a3d0d4","a01f7c46ae1746ce8c6ffbbef5a3d0d4/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72","MITProfessionalX+SysEngxB1+3T2016","vertical","Ungraded Activity",NA,178,5,3,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","13b1b368a72a4736847abb2b9387cd72","c0b1e995f6de4668817461370e59aa93","c0b1e995f6de4668817461370e59aa93/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@2cd2942eb8484a5fb9b17b944ee29e01","2cd2942eb8484a5fb9b17b944ee29e01","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,179,1,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@679eed61f745413f9a7797567c4cbeaa","679eed61f745413f9a7797567c4cbeaa","MITProfessionalX+SysEngxB1+3T2016","html","Apply the Four Tasks of Systems Engineering",NA,180,2,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@dac5aab56ccf4fcaa90e555710cb21da","dac5aab56ccf4fcaa90e555710cb21da","MITProfessionalX+SysEngxB1+3T2016","problem","Question #1",">>If you draw the boundary around the pump, which of the following are not the entities of the system within the boundary? <<
( ) O-Ring, Seal, Water Slinger, Screws, Locking Nut
(x) External hoses connecting with the pump
( ) Cover, Impeller, Housing, Motor Shaft, Motor

[explanation]
Here, external hoses and the operator are outside of the system boundary and work as external interfaces.
[explanation]
",181,3,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@drag-and-drop-v2+block@3715c81451634d3a8820b06e55e3ba49","3715c81451634d3a8820b06e55e3ba49","MITProfessionalX+SysEngxB1+3T2016","drag-and-drop-v2",NA,NA,182,4,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@ba2dbce14dcd48f295bf00a2210967f6","ba2dbce14dcd48f295bf00a2210967f6","MITProfessionalX+SysEngxB1+3T2016","html","Key Entity Table",NA,183,5,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@adc6867c6a804fa38040d82ac4caf5a1","adc6867c6a804fa38040d82ac4caf5a1","MITProfessionalX+SysEngxB1+3T2016","problem","Question #3",NA,184,6,4,"19d52da9bee046a28e8c0a883773e86a","c0b1e995f6de4668817461370e59aa93","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72","13b1b368a72a4736847abb2b9387cd72/6"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@sequential+block@d40ecf47d42245589307aa667a7af1c2","d40ecf47d42245589307aa667a7af1c2","MITProfessionalX+SysEngxB1+3T2016","sequential","Architecture and Form (40 min)",NA,185,6,2,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2",NA,"19d52da9bee046a28e8c0a883773e86a","19d52da9bee046a28e8c0a883773e86a/6"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@09386e663c7142799fda51f4843ec62a","09386e663c7142799fda51f4843ec62a","MITProfessionalX+SysEngxB1+3T2016","vertical","What Does Architecture Mean to You?",NA,186,1,3,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","09386e663c7142799fda51f4843ec62a","d40ecf47d42245589307aa667a7af1c2","d40ecf47d42245589307aa667a7af1c2/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@d1c4082fdcfa48e5abcbbfb18f6e8b33","d1c4082fdcfa48e5abcbbfb18f6e8b33","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,187,1,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","09386e663c7142799fda51f4843ec62a","09386e663c7142799fda51f4843ec62a","09386e663c7142799fda51f4843ec62a/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@73d032340e644158b0fe26c2c3fedccc","73d032340e644158b0fe26c2c3fedccc","MITProfessionalX+SysEngxB1+3T2016","html","What Does Architecture Mean to You?",NA,188,2,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","09386e663c7142799fda51f4843ec62a","09386e663c7142799fda51f4843ec62a","09386e663c7142799fda51f4843ec62a/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","MITProfessionalX+SysEngxB1+3T2016","vertical","What Is Architecture?",NA,189,2,3,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","d40ecf47d42245589307aa667a7af1c2","d40ecf47d42245589307aa667a7af1c2/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@d33933250d0d4217987c8f3d78074d6f","d33933250d0d4217987c8f3d78074d6f","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,190,1,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@8c04a700311c447aab8566750f105a76","8c04a700311c447aab8566750f105a76","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,191,2,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@video+block@14d4034a1b7045f489954c63974dc4d4","14d4034a1b7045f489954c63974dc4d4","MITProfessionalX+SysEngxB1+3T2016","video","",NA,192,3,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@0b5bfaabdb0045d6886f50033fc699c4","0b5bfaabdb0045d6886f50033fc699c4","MITProfessionalX+SysEngxB1+3T2016","html","Definitions and Keywords",NA,193,4,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@c1f6457af37f4d7fa9fa860dd486e013","c1f6457af37f4d7fa9fa860dd486e013","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,194,5,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@737d7da1325147f78c7fee4ff30fde4a","737d7da1325147f78c7fee4ff30fde4a","MITProfessionalX+SysEngxB1+3T2016","html","Question Diagram",NA,195,6,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a/6"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@problem+block@c876f8d43a144883afaf4594689a814a","c876f8d43a144883afaf4594689a814a","MITProfessionalX+SysEngxB1+3T2016","problem","Question #1",">>Number of wheels: Three or four<<

 [[(Architectural decision), Design decision]]
 [explanation]
In general, there is a fine line distinguishing architectural decisions from design decisions. Remember, architectural decisions are a subset of design decisions. However, architectural decisions have far reaching impact on overall architecture and functionality of the product and changing them is not typically easy. For example, you can very easily change the seat design of the car but it will be far more difficult to turn it into a 3-wheeler. The distinction between architectural and design decisions also depends significantly on the type of product as well as organizational processes.
 [explanation] 
",196,7,4,"19d52da9bee046a28e8c0a883773e86a","d40ecf47d42245589307aa667a7af1c2","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a","9415c015647f40b68271071d04ea108a/7"
